Content Type,Genre,Original Content,Transformed Content
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
adult,Comedy,The joke included sexual innuendos.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The comedian's routine had explicit sexual references.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The joke included funny misunderstandings.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The joke included sexual innuendos.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The comedian's routine had explicit sexual references.,The script had several family-friendly jokes.
adult,Comedy,The film included some risqué humor.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The script had several adult jokes.,The comedian's routine had humorous stories.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The script had several adult jokes.,The film included some silly humor.
adult,Comedy,The film included some risqué humor.,The joke included funny misunderstandings.
adult,Comedy,The film included some risqué humor.,The film included some silly humor.
adult,Comedy,The comedian's routine had explicit sexual references.,The film included some silly humor.
